pnt_id,pnt_num,pnt_lat,pnt_lon,pnt_xrd,pnt_yrd,dates,hgt,pnt_prj_id
060D0089,851,50.972052389190154,5.974465066763295,196250,331540,2016-07-31,63.873,388=02
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1974-01-01,57.092,212W12-HLI
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1979-01-01,57.087,212W01-HLI
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1980-01-01,57.09,212W02-HLI
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1982-03-30,57.091,212W04HHLI
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1983-03-28,57.092,212W11-HLI
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1984-10-15,57.088,282W00-HLI
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1987-05-30,57.088,282W13
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1988-11-24,57.085,282W14
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1989-09-20,57.086,281W45
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1991-10-06,57.086,324=00=NAP
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,1997-03-23,57.078,371=00=NAP
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,2004-12-28,57.071,384=01
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,2012-05-13,57.082,384=14
060D0090,852,50.97740929804766,5.963839933981265,195499,332130,2016-07-31,57.066,388=02
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1974-01-01,59.491,212W12-HLI
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1979-01-01,59.487,212W01-HLI
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1980-01-01,59.49,212W02-HLI
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1982-03-30,59.49,212W04HHLI
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1983-03-28,59.49,212W11-HLI
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1984-10-15,59.487,282W00-HLI
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1987-05-30,59.487,282W13
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1988-11-24,59.485,282W14
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1989-09-20,59.486,281W45
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1991-10-06,59.487,324=00=NAP
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,1997-03-23,59.481,371=00=NAP
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,2004-12-28,59.475,384=01
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,2012-05-13,59.487,384=14
060D0091,853,50.978607353715454,5.957888732634558,195080,332260,2016-07-31,59.474,388=02
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1974-01-01,68.945,212W12-HLI
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1979-01-01,68.94,212W01-HLI
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1980-01-01,68.944,212W02-HLI
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1982-03-30,68.944,212W04HHLI
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1983-03-28,68.945,212W11-HLI
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1984-10-15,68.941,282W00-HLI
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1987-05-30,68.941,282W13
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1988-11-24,68.941,282W14
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1989-09-20,68.941,281W45
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1991-10-06,68.941,324=00=NAP
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,1997-03-23,68.937,371=00=NAP
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,2004-12-28,68.932,384=01
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,2012-05-13,68.939,384=14
060D0092,854,50.980268452212755,5.949080743093249,194460,332440,2016-07-31,68.932,388=02
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1974-01-01,63.36150000000001,212W12-HLI
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1979-01-01,63.355500000000006,212W01-HLI
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1980-01-01,63.3575,212W02-HLI
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1981-01-01,63.3575,212W03
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1984-10-15,63.356500000000004,282W00-HLI
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1989-09-20,63.359500000000004,281W45
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1991-10-06,63.359,324=00=NAP
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,1997-03-23,63.356,371=00=NAP
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,2004-12-28,63.354,384=01
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,2012-05-13,63.363,384=14
060D0093,855,50.979597325600395,5.939105048140932,193760,332360,2016-07-31,63.358,388=02
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1974-01-01,72.74350000000001,212W12-HLI
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1979-01-01,72.7505,212W01-HLI
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1980-01-01,72.7565,212W02-HLI
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1981-01-01,72.7565,212W03
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1984-10-15,72.76450000000001,282W00-HLI
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1989-09-20,72.7745,281W45
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1991-10-06,72.775,324=00=NAP
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,1997-03-23,72.779,371=00=NAP
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,2004-12-28,72.784,384=01
060D0094,856,50.977591697641174,5.925981482892892,192840,332130,2012-05-13,72.791,384=14
060D0095,857,50.92899408900219,6.025550614535069,199880,326780,1974-01-01,115.6125,212W12-HLI
060D0095,857,50.92899408900219,6.025550614535069,199880,326780,1979-01-01,115.6185,212W01-HLI
060D0095,857,50.92899408900219,6.025550614535069,199880,326780,1984-10-15,115.6445,282W00-HLI
060D0095,857,50.92899408900219,6.025550614535069,199880,326780,1991-10-06,115.666,324=00=NAP
060D0095,857,50.92899408900219,6.025550614535069,199880,326780,1997-03-23,115.661,371=00=NAP
060D0096,858,50.931954206802175,5.939389740662724,193820,327060,1979-01-01,101.793,212W01-HLI
060D0096,858,50.931954206802175,5.939389740662724,193820,327060,1980-01-01,101.80000000000001,212W02-HLI
060D0096,858,50.931954206802175,5.939389740662724,193820,327060,1982-03-30,101.81800000000001,212W04HHLI
060D0096,858,50.931954206802175,5.939389740662724,193820,327060,1983-03-28,101.833,212W11-HLI
060D0096,858,50.931954206802175,5.939389740662724,193820,327060,1983-08-01,101.833,254B01--TB
060D0096,858,50.931954206802175,5.939389740662724,193820,327060,1984-10-15,101.858,282W00-HLI
060D0097,859,50.93408484693487,5.944963056266631,194210,327300,1979-01-01,96.54199999999999,212W01-HLI
060D0097,859,50.93408484693487,5.944963056266631,194210,327300,1980-01-01,96.556,212W02-HLI
060D0097,859,50.93408484693487,5.944963056266631,194210,327300,1982-03-30,96.582,212W04HHLI
060D0097,859,50.93408484693487,5.944963056266631,194210,327300,1983-03-28,96.59899999999999,212W11-HLI
060D0097,859,50.93408484693487,5.944963056266631,194210,327300,1983-08-01,96.59899999999999,254B01--TB
060D0097,859,50.93408484693487,5.944963056266631,194210,327300,1984-10-15,96.62499999999999,282W00-HLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1974-01-01,104.336,212W12-HLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1979-01-01,104.385,212W01-HLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1980-01-01,104.402,212W02-HLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1981-01-01,104.402,212W03
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1982-03-30,104.433,212W04HHLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1983-03-28,104.452,212W11-HLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1984-10-15,104.483,282W00-HLI
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1987-05-30,104.518,282W13
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1988-11-24,104.526,282W14
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1989-09-20,104.528,281W45
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,1991-10-06,104.532,324=00=NAP
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,2004-12-28,104.597,384=01
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,2012-05-13,104.637,384=14
060D0098,860,50.93516911026256,5.962189180398076,195420,327430,2016-07-31,104.654,388=02
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1974-01-01,87.21699999999998,212W12-HLI
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1979-01-01,87.27,212W01-HLI
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1980-01-01,87.28699999999999,212W02-HLI
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1981-01-01,87.28699999999999,212W03
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1982-03-30,87.32,212W04HHLI
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1983-03-28,87.338,212W11-HLI
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1983-12-01,87.35199999999999,267W30
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1984-10-15,87.368,282W00-HLI
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1987-05-30,87.404,282W13
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1988-11-24,87.41199999999999,282W14
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1989-09-20,87.41699999999999,281W45
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,1991-10-06,87.422,324=00=NAP
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,2004-12-28,87.491,384=01
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,2012-05-13,87.541,384=14
060D0099,861,50.93639480166708,5.968748409554137,195880,327570,2016-07-31,87.554,388=02
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1974-01-01,85.221,212W12-HLI
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1979-01-01,85.248,212W01-HLI
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1980-01-01,85.26,212W02-HLI
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1982-03-30,85.28,212W04HHLI
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1983-03-28,85.29100000000001,212W11-HLI
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1983-12-01,85.301,267W30
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1984-10-15,85.31200000000001,282W00-HLI
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1987-05-30,85.33800000000001,282W13
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1988-11-24,85.345,282W14
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1989-09-20,85.349,281W45
060D0100,862,50.939511316564136,5.974620695671632,196290,327920,1991-10-06,85.352,324=00=NAP
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1974-01-01,92.715,212W12-HLI
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1979-01-01,92.727,212W01-HLI
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1980-01-01,92.734,212W02-HLI
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1981-01-01,92.734,212W03
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1982-03-30,92.748,212W04HHLI
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1983-03-28,92.752,212W11-HLI
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1983-12-01,92.758,267W30
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1984-10-15,92.765,282W00-HLI
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1987-05-30,92.785,282W13
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1988-11-24,92.789,282W14
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1989-09-20,92.792,281W45
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,1991-10-06,92.793,324=00=NAP
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,2004-12-28,92.818,384=01
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,2012-05-13,92.842,384=14
060D0101,863,50.94145319010773,5.981616911650308,196780,328140,2016-07-31,92.843,388=02
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1974-01-01,82.328,212W12-HLI
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1979-01-01,82.332,212W01-HLI
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1980-01-01,82.34,212W02-HLI
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1981-01-01,82.34,212W03
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1982-03-30,82.35,212W04HHLI
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1983-03-28,82.351,212W11-HLI
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1984-10-15,82.359,282W00-HLI
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1987-05-30,82.374,282W13
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1988-11-24,82.377,282W14
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1989-09-20,82.379,281W45
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,1991-10-06,82.379,324=00=NAP
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,2004-12-28,82.392,384=01
060D0102,864,50.944587436466804,5.983933796027102,196940,328490,2016-07-31,82.408,388=02
060D0103,865,50.94900349468379,5.981714024145538,196780,328980,1974-01-01,79.295,212W12-HLI
060D0103,865,50.94900349468379,5.981714024145538,196780,328980,1979-01-01,79.29,212W01-HLI
060D0103,865,50.94900349468379,5.981714024145538,196780,328980,1980-01-01,79.296,212W02-HLI
060D0103,865,50.94900349468379,5.981714024145538,196780,328980,1982-03-30,79.302,212W04HHLI
